order_item_id,product_id,order_id,ordered_quantity,order_quantity_accepted,rate,Potential sale,Actual Sale,Difference
70160,12652,134139,6,0,7203.4,43220.4,0,43220.4
70161,1040,134142,1,1,3551,3551,3551,0
70162,1038,134142,1,1,6854,6854,6854,0
70163,8219,134145,1,1,13488.3,13488.3,13488.3,0
70164,8210,134148,1,0,14679,14679,0,14679
70165,8210,134148,1,0,12443,12443,0,12443
70166,8444,134151,3,3,3252,9756,9756,0
70167,8210,134154,1,1,12443,12443,12443,0
70168,7802,134157,5,5,4956,24780,24780,0
70169,3610,134160,5,5,11939,59695,59695,0
70170,11146,134163,1,0,3669,3669,0,3669
70171,11107,134166,1,0,3166,3166,0,3166
70172,10975,134169,1,1,23805.1,23805.1,23805.1,0
70173,8219,134172,1,1,13288.2,13288.2,13288.2,0
70174,11899,134175,1,1,12210.5,12210.5,12210.5,0
70175,1038,134178,1,0,6985,6985,0,6985
70176,1038,134178,1,0,6855,6855,0,6855
70177,7640,134181,1,1,14695,14695,14695,0
70178,7640,134181,3,3,13886,41658,41658,0
70179,11107,134184,1,0,3166,3166,0,3166
70180,9174,134187,1,0,5297,5297,0,5297
70181,7640,134190,1,1,13886,13886,13886,0
70182,3615,134193,7,0,4339,30373,0,30373
70183,8470,134196,4,0,2183,8732,0,8732
70184,8437,134199,5,0,2053,10265,0,10265
70185,9925,134202,3,0,3038,9114,0,9114
70186,9925,134202,1,0,2435,2435,0,2435
70187,3615,134205,5,0,4067,20335,0,20335
70188,12652,134208,6,0,7203.4,43220.4,0,43220.4
70189,8365,134211,1,0,4649,4649,0,4649
70190,3615,134214,10,0,4155,41550,0,41550
70191,8470,134214,3,0,2183,6549,0,6549
70192,9925,134214,2,0,3038,6076,0,6076
70193,9925,134214,1,0,2435,2435,0,2435
70194,8423,134214,2,0,7600,15200,0,15200
70195,8437,134214,10,0,2053,20530,0,20530
70196,3615,134217,1,0,3879,3879,0,3879
70197,3613,134220,1,0,10434,10434,0,10434
70198,8219,134223,1,1,13488.3,13488.3,13488.3,0
70199,3615,134226,7,7,4155,29085,29085,0
70200,8470,134226,4,4,2183,8732,8732,0
70201,9925,134226,3,0,3038,9114,0,9114
70202,9925,134226,1,0,2435,2435,0,2435
70203,8437,134226,5,5,2053,10265,10265,0
70204,7640,134229,1,0,14695,14695,0,14695
70205,7640,134229,2,0,13886,27772,0,27772
70206,12749,134232,1,1,4186.44,4186.44,4186.44,0
70207,11155,134235,2,0,14629,29258,0,29258
70208,7775,134238,1,1,5345,5345,5345,0
70209,11907,134241,2,0,3932.25,7864.5,0,7864.5
70210,11186,134244,1,1,3499,3499,3499,0
70211,11186,134247,2,2,3499,6998,6998,0
70212,7581,134250,1,1,5848,5848,5848,0
70213,7581,134250,1,1,11187,11187,11187,0
70214,7581,134250,1,1,10851.7,10851.7,10851.7,0
70215,7640,134253,1,1,13886,13886,13886,0
70216,8425,134256,5,0,4110,20550,0,20550
70217,8443,134259,4,0,6800,27200,0,27200
70218,10235,134262,4,0,1420,5680,0,5680
70219,10235,134262,2,0,1398,2796,0,2796
70220,7775,134265,1,1,6791,6791,6791,0
70221,7775,134268,1,0,6791,6791,0,6791
70222,12692,134271,1,0,3613,3613,0,3613
70223,335,134274,350,0,220,77000,0,77000
70224,11107,134277,1,0,3169,3169,0,3169
70225,11147,134280,1,0,1444,1444,0,1444
70226,1805,134283,1,0,10724,10724,0,10724
70227,11107,134286,1,1,3166,3166,3166,0
70228,8210,134289,20,0,14679,293580,0,293580
70229,8210,134289,8,0,12443,99544,0,99544
70230,8210,134289,2,0,12674,25348,0,25348
70231,8210,134289,5,0,6720,33600,0,33600
70232,8219,134292,20,20,13288.2,265764,265764,0
70233,8219,134292,15,15,13488.3,202324.5,202324.5,0
70234,8219,134292,5,5,13597,67985,67985,0
70235,1041,134295,1,0,4423,4423,0,4423
70236,3269,134298,1,0,11237,11237,0,11237
70237,11137,134301,2,0,3364,6728,0,6728
70238,12701,134304,1,1,7253.9,7253.9,7253.9,0
70239,12701,134304,1,1,5013.56,5013.56,5013.56,0
70240,3234,134307,1,0,11086,11086,0,11086
70241,11899,134310,1,1,12396.5,12396.5,12396.5,0
70242,10235,134313,5,4,1420,7100,5680,1420
70243,10235,134313,4,4,1398,5592,5592,0
70244,1043,134316,1,1,5320,5320,5320,0
70245,8210,134319,1,0,14679,14679,0,14679
70246,8210,134319,7,0,12443,87101,0,87101
70247,8210,134322,25,25,14679,366975,366975,0
70248,8210,134322,12,12,12443,149316,149316,0
70249,8210,134322,2,2,12674,25348,25348,0
70250,11106,134325,3,0,3770,11310,0,11310
70251,3279,134328,1,1,5837,5837,5837,0
70252,3603,134328,1,1,6197,6197,6197,0
70253,11189,134328,1,1,5103,5103,5103,0
70254,7704,134331,10,0,2959,29590,0,29590
70255,7704,134331,25,0,3174,79350,0,79350
70256,8664,134334,5,0,2320,11600,0,11600
70257,8664,134337,5,0,2320,11600,0,11600
70258,8428,134340,8,8,1540,12320,12320,0
70259,11121,134343,1,0,2926,2926,0,2926
70260,11121,134343,1,0,2532,2532,0,2532
70261,11123,134346,1,0,5757,5757,0,5757
70262,11123,134346,2,0,3352,6704,0,6704
70263,12781,134349,5,0,2393,11965,0,11965
70264,7640,134352,1,1,14695,14695,14695,0
70265,7640,134352,3,3,13886,41658,41658,0
70266,11137,134355,2,1,3364,6728,3364,3364
70267,12482,134355,1,1,3180,3180,3180,0
70268,8664,134358,1,1,2320,2320,2320,0
70269,9919,134358,1,1,3844,3844,3844,0
70270,9919,134358,1,1,3666,3666,3666,0
70271,8428,134361,25,25,1540,38500,38500,0
70272,3279,134364,1,1,5837,5837,5837,0
70273,11146,134367,2,0,3669,7338,0,7338
70274,9925,134370,1,1,3038,3038,3038,0
70275,8361,134373,1,0,4951,4951,0,4951
70276,8361,134373,1,0,4819,4819,0,4819
70277,11163,134376,1,0,3339,3339,0,3339
70278,12749,134376,2,1,4186.44,8372.88,4186.44,4186.44
70279,11146,134379,1,0,5664,5664,0,5664
70280,8210,134379,1,0,6868,6868,0,6868
70281,10204,134382,2,2,3490,6980,6980,0
70282,11146,134385,2,2,3669,7338,7338,0
70283,10225,134388,1,0,4505.64,4505.64,0,4505.64
70284,10245,134388,1,0,5210.5,5210.5,0,5210.5
70285,10975,134388,1,0,14806.8,14806.8,0,14806.8
70286,11146,134391,1,0,9923,9923,0,9923
70287,11146,134394,1,1,5664,5664,5664,0
70288,8210,134394,1,1,6868,6868,6868,0
70289,3603,134397,1,0,9798,9798,0,9798
70290,3603,134400,1,1,6197,6197,6197,0
70291,9915,134400,1,1,2447,2447,2447,0
70292,9915,134400,1,1,2881,2881,2881,0
70293,8444,134403,1,0,3252,3252,0,3252
70294,10204,134406,1,1,3242,3242,3242,0
70295,10204,134406,1,1,3711,3711,3711,0
70296,10235,134406,1,1,1420,1420,1420,0
70297,10235,134406,3,3,1398,4194,4194,0
70298,8221,134409,5,5,2789,13945,13945,0
70299,8444,134409,1,0,6108,6108,0,6108
70300,11163,134412,1,0,3339,3339,0,3339
70301,12749,134412,2,0,4186.44,8372.88,0,8372.88
70302,11120,134415,1,0,24024,24024,0,24024
70303,3610,134418,1,1,11939,11939,11939,0
70304,3610,134418,1,1,7817,7817,7817,0
70305,8210,134418,1,1,14679,14679,14679,0
70306,8210,134418,1,1,12443,12443,12443,0
70307,11105,134421,1,0,7382,7382,0,7382
70308,3279,134424,2,2,5837,11674,11674,0
70309,8352,134427,5,0,2545,12725,0,12725
70310,3269,134430,1,1,9038,9038,9038,0
70311,8664,134430,10,10,2320,23200,23200,0
70312,9915,134433,24,0,2447,58728,0,58728
70313,9915,134433,10,0,2881,28810,0,28810
70314,8219,134436,1,1,13288.2,13288.2,13288.2,0
70315,8219,134436,1,1,13488.3,13488.3,13488.3,0
70316,8221,134436,4,4,2789,11156,11156,0
70317,10235,134439,1,0,1369.9,1369.9,0,1369.9
70318,10235,134439,15,0,1325,19875,0,19875
70319,8221,134442,2,2,2789,5578,5578,0
70320,8365,134445,1,0,5053,5053,0,5053
70321,9915,134448,1,0,2881,2881,0,2881
70322,11123,134451,1,1,5162,5162,5162,0
70323,8751,134451,1,1,3161,3161,3161,0
70324,8444,134451,2,0,3252,6504,0,6504
70325,8444,134454,1,1,6345,6345,6345,0
70326,10235,134457,3,0,1325,3975,0,3975
70327,1041,134460,2,0,4240,8480,0,8480
70328,12799,134463,1,0,15726.9,15726.9,0,15726.9
70329,12799,134463,5,0,15184,75920,0,75920
70330,12799,134466,2,0,15726.9,31453.8,0,31453.8
70331,12799,134466,5,0,15184,75920,0,75920
70332,9915,134469,1,0,2447,2447,0,2447
70333,9915,134469,1,0,2881,2881,0,2881
70334,1041,134472,1,0,4693,4693,0,4693
70335,1038,134475,2,2,6985,13970,13970,0
70336,1038,134475,2,2,6855,13710,13710,0
70337,1038,134475,2,2,6724,13448,13448,0
70338,1041,134478,2,0,4423,8846,0,8846
70339,1041,134478,1,0,4240,4240,0,4240
70340,7858,134481,5,5,6153,30765,30765,0
70341,7858,134481,5,5,3213,16065,16065,0
70342,7858,134481,5,5,2688,13440,13440,0
70343,11907,134481,2,0,4204,8408,0,8408
70344,12652,134481,10,0,7203.4,72034,0,72034
70345,1039,134484,3,0,2478,7434,0,7434
70346,3279,134487,2,2,5837,11674,11674,0
70347,1039,134490,3,0,2280,6840,0,6840
70348,3284,134493,2,2,3690,7380,7380,0
70349,10204,134496,1,1,3500,3500,3500,0
70350,1041,134499,2,0,4240,8480,0,8480
70351,1041,134502,2,0,4240,8480,0,8480
70352,1041,134505,2,2,4240,8480,8480,0
70353,7775,134508,2,2,6791,13582,13582,0
70354,8219,134511,1,1,7415.25,7415.25,7415.25,0
70355,9901,134514,1,1,2422,2422,2422,0
70356,8444,134514,1,1,3252,3252,3252,0
70357,9915,134514,2,2,2881,5762,5762,0
70358,10227,134517,5,0,1421,7105,0,7105
70359,11138,134517,1,0,16100,16100,0,16100
70360,3279,134520,2,0,5837,11674,0,11674
70361,10975,134523,1,0,11864.4,11864.4,0,11864.4
70362,8221,134526,2,0,2789,5578,0,5578
70363,1041,134529,1,1,4725,4725,4725,0
70364,9925,134532,3,3,3038,9114,9114,0
70365,12652,134535,2,2,7203.4,14406.8,14406.8,0
70366,3610,134538,3,3,11939,35817,35817,0
70367,3610,134541,2,1,7563,15126,7563,7563
70368,11146,134544,1,1,3669,3669,3669,0
70369,1548,134547,1,0,10763,10763,0,10763
70370,1039,134550,1,0,2478,2478,0,2478
70371,11169,134550,1,0,5019,5019,0,5019
70372,8444,134550,2,0,3252,6504,0,6504
70373,7607,134553,1,0,7016.95,7016.95,0,7016.95
70374,8424,134556,1,0,8730,8730,0,8730
70375,8440,134556,1,0,9533,9533,0,9533
70376,10224,134556,2,2,4132.2,8264.4,8264.4,0
70377,10224,134556,2,0,4311.9,8623.8,0,8623.8
70378,10237,134556,2,0,3323.7,6647.4,0,6647.4
70379,11141,134556,1,1,4578,4578,4578,0
70380,11731,134556,1,0,4402,4402,0,4402
70381,12762,134556,2,2,798.02,1596.04,1596.04,0
70382,10235,134559,5,0,1325,6625,0,6625
70383,9925,134562,2,0,3038,6076,0,6076
70384,1038,134565,2,2,6985,13970,13970,0
70385,1038,134565,2,2,6855,13710,13710,0
70386,1038,134565,1,1,6724,6724,6724,0
70387,8471,134568,1,1,19280,19280,19280,0
70388,10975,134571,1,0,22008.5,22008.5,0,22008.5
70389,12800,134571,5,0,8,40,0,40
70390,8420,134574,1,0,5860,5860,0,5860
70391,11953,134577,10,0,3800.34,38003.4,0,38003.4
70392,12701,134577,2,0,7253.9,14507.8,0,14507.8
70393,12701,134577,2,0,5013.56,10027.12,0,10027.12
70394,10225,134580,1,1,4505.64,4505.64,4505.64,0
70395,10245,134580,1,1,5210.5,5210.5,5210.5,0
70396,10975,134580,1,1,14806.8,14806.8,14806.8,0
70397,12800,134580,4,4,8,32,32,0
70398,11953,134583,10,0,3800.34,38003.4,0,38003.4
70399,12701,134583,2,0,7253.9,14507.8,0,14507.8
70400,12701,134583,2,0,5013.56,10027.12,0,10027.12
70401,8420,134586,1,0,5860,5860,0,5860
70402,12912,134589,10,10,3259.73,32597.3,32597.3,0
70403,11140,134592,1,0,7623,7623,0,7623
70404,1548,134595,10,0,10509,105090,0,105090
70405,11123,134598,2,0,5162,10324,0,10324
70406,8444,134598,1,0,3252,3252,0,3252
70407,8219,134601,1,0,14238,14238,0,14238
70408,12799,134604,2,2,15184,30368,30368,0
70409,7640,134607,10,0,13886,138860,0,138860
70410,8335,134610,2,0,2597,5194,0,5194
70411,8331,134610,1,1,4070,4070,4070,0
70412,8336,134610,1,1,2749,2749,2749,0
70413,8330,134610,1,1,1835,1835,1835,0
70414,8210,134613,20,20,14679,293580,293580,0
70415,8210,134613,15,10,12443,186645,124430,62215
70416,8210,134613,2,2,12674,25348,25348,0
70417,10235,134616,5,5,1369.9,6849.5,6849.5,0
70418,10235,134616,5,5,1325,6625,6625,0
70419,10236,134619,2,0,1360,2720,0,2720
70420,10236,134619,8,0,1302,10416,0,10416
70421,8219,134622,1,1,13288.2,13288.2,13288.2,0
70422,8219,134622,3,3,7415.25,22245.75,22245.75,0
70423,11953,134625,15,0,3800.34,57005.1,0,57005.1
70424,12701,134625,2,2,7253.9,14507.8,14507.8,0
70425,12701,134625,2,2,5013.56,10027.12,10027.12,0
70426,1038,134628,1,0,6985,6985,0,6985
70427,1038,134628,1,0,6855,6855,0,6855
70428,1038,134628,1,0,6724,6724,0,6724
70429,11240,134631,2,0,10240.7,20481.4,0,20481.4
70430,7545,134634,2,0,6352,12704,0,12704
70431,8221,134637,10,10,2779.67,27796.7,27796.7,0
70432,1548,134640,1,0,10509,10509,0,10509
70433,8765,134643,1,0,1307,1307,0,1307
70434,8444,134643,1,0,5940,5940,0,5940
70435,8444,134643,1,0,6166,6166,0,6166
70436,12701,134646,2,0,5013.56,10027.12,0,10027.12
70437,12652,134649,1,1,7203.4,7203.4,7203.4,0
70438,10975,134652,1,0,11254.5,11254.5,0,11254.5
70439,10204,134655,3,3,3711,11133,11133,0
70440,8664,134658,1,0,2320,2320,0,2320
70441,11118,134658,1,0,2722,2722,0,2722
70442,11118,134658,1,0,2478,2478,0,2478
70443,9174,134661,4,0,5297,21188,0,21188
70444,9174,134661,2,0,5526,11052,0,11052
70445,8444,134661,3,0,6108,18324,0,18324
70446,8444,134661,1,0,6345,6345,0,6345
70447,8444,134661,1,0,6207,6207,0,6207
70448,8219,134664,2,2,13288.2,26576.4,26576.4,0
70449,1038,134667,3,3,6724,20172,20172,0
70450,3613,134670,1,1,10143,10143,10143,0
70451,1548,134673,1,0,10763,10763,0,10763
70452,1039,134676,3,0,2478,7434,0,7434
70453,11120,134676,1,0,24024,24024,0,24024
70454,10975,134679,1,0,11254.5,11254.5,0,11254.5
70455,8664,134682,4,4,2320,9280,9280,0
70456,8335,134685,1,0,1987,1987,0,1987
70457,8428,134688,10,10,1540,15400,15400,0
70458,8331,134691,1,1,4070,4070,4070,0
70459,11186,134691,1,1,3499,3499,3499,0
70460,8330,134691,1,1,2553,2553,2553,0
70461,3279,134694,2,0,5594,11188,0,11188
70462,12677,134697,1,0,2291,2291,0,2291
70463,1548,134700,2,0,10763,21526,0,21526
70464,10235,134703,9,9,1420,12780,12780,0
70465,8335,134706,1,0,1987,1987,0,1987
70466,1548,134709,1,1,10763,10763,10763,0
70467,11169,134709,1,1,4956,4956,4956,0
70468,1041,134712,4,3,4240,16960,12720,4240
70469,8219,134715,3,3,13288.2,39864.6,39864.6,0
70470,8335,134718,1,0,1987,1987,0,1987
70471,9174,134721,5,5,5297,26485,26485,0
70472,9174,134721,2,2,5526,11052,11052,0
70473,8444,134721,2,2,6108,12216,12216,0
70474,8444,134721,1,1,6345,6345,6345,0
70475,8444,134721,1,1,6207,6207,6207,0
70476,12912,134724,10,0,3259.73,32597.3,0,32597.3
70477,8219,134727,1,0,13288.2,13288.2,0,13288.2
70478,8219,134727,1,0,13488.3,13488.3,0,13488.3
70479,8219,134730,1,0,13288.2,13288.2,0,13288.2
70480,1041,134733,1,0,4927,4927,0,4927
70481,8335,134736,2,0,1987,3974,0,3974
70482,1548,134739,1,1,10509,10509,10509,0
70483,11899,134742,5,5,12373,61865,61865,0
70484,7802,134745,1,0,4956,4956,0,4956
70485,7802,134745,1,1,5114,5114,5114,0
70486,9925,134745,1,1,3038,3038,3038,0
70487,8664,134748,1,1,2320,2320,2320,0
70488,9916,134748,1,1,2797,2797,2797,0
70489,9916,134748,1,1,2619,2619,2619,0
70490,1040,134751,1,1,3842,3842,3842,0
70491,1043,134751,4,4,5291,21164,21164,0
70492,1043,134751,3,3,10475,31425,31425,0
70493,1043,134754,1,0,5320,5320,0,5320
70494,1043,134754,1,1,10533,10533,10533,0
70495,8444,134757,4,0,3252,13008,0,13008
70496,7271,134760,20,0,2216,44320,0,44320
70497,1038,134763,10,0,7595,75950,0,75950
70498,12677,134766,2,2,2291,4582,4582,0
70499,8444,134769,1,1,6166,6166,6166,0
70500,8444,134769,2,0,3252,6504,0,6504
70501,11189,134772,1,0,5084,5084,0,5084
70502,11189,134775,5,0,5084,25420,0,25420
70503,8420,134778,1,0,5580,5580,0,5580
70504,11899,134781,1,1,12373,12373,12373,0
70505,11899,134784,1,0,12373,12373,0,12373
70506,3613,134787,1,1,11025,11025,11025,0
70507,9915,134790,5,0,2881,14405,0,14405
70508,9915,134793,4,0,2881,11524,0,11524
70509,1043,134796,1,1,10533,10533,10533,0
70510,3266,134799,1,1,18857,18857,18857,0
70511,3279,134802,1,1,5837,5837,5837,0
70512,11899,134805,1,0,12373,12373,0,12373
70513,11899,134808,1,1,12373,12373,12373,0
70514,7692,134811,6,0,383.25,2299.5,0,2299.5
70515,11899,134814,1,0,12373,12373,0,12373
70516,7691,134817,10,0,84,840,0,840
70517,7692,134820,6,0,383.25,2299.5,0,2299.5
70518,11146,134823,1,0,9923,9923,0,9923
70519,11118,134826,1,0,2722,2722,0,2722
70520,11123,134829,1,1,3352,3352,3352,0
70521,9915,134832,1,0,2881,2881,0,2881
70522,7872,134835,1,0,1985,1985,0,1985
70523,9915,134838,1,0,2447,2447,0,2447
70524,8364,134841,1,0,3298.1,3298.1,0,3298.1
70525,9925,134844,10,0,4783,47830,0,47830
70526,11152,134847,1,0,6955,6955,0,6955
70527,9925,134850,5,0,4783,23915,0,23915
70528,9925,134853,5,0,4783,23915,0,23915
70529,9174,134856,1,1,5297,5297,5297,0
70530,10235,134859,1,1,1369.9,1369.9,1369.9,0
70531,10235,134859,1,1,1325,1325,1325,0
70532,9171,134862,1,0,4630,4630,0,4630
70533,3568,134865,1,0,6655,6655,0,6655
70534,7775,134865,2,0,5345,10690,0,10690
70535,7775,134865,3,0,6791,20373,0,20373
70536,9174,134865,2,0,5297,10594,0,10594
70537,9174,134865,1,0,5526,5526,0,5526
70538,3624,134868,1,0,4746,4746,0,4746
70539,7872,134871,1,0,1985,1985,0,1985
70540,1548,134874,1,1,10509,10509,10509,0
70541,1548,134874,1,0,10763,10763,0,10763
70542,11121,134877,1,0,2532,2532,0,2532
70543,11121,134880,1,0,2532,2532,0,2532
70544,11124,134883,1,0,1867,1867,0,1867
70545,11121,134886,1,0,2532,2532,0,2532
70546,11110,134889,2,0,2415,4830,0,4830
70547,11121,134892,1,0,2532,2532,0,2532
70548,11136,134895,2,0,2481,4962,0,4962
70549,10227,134898,3,0,1369.9,4109.7,0,4109.7
70550,8422,134901,2,0,3260,6520,0,6520
70551,8422,134904,2,0,3260,6520,0,6520
70552,8210,134907,1,0,15106,15106,0,15106
70553,11106,134910,1,0,4183,4183,0,4183
70554,10237,134913,1,0,3323.7,3323.7,0,3323.7
70555,10237,134913,1,0,3683.1,3683.1,0,3683.1
70556,11240,134916,1,0,10240.7,10240.7,0,10240.7
70557,11169,134919,2,2,5208,10416,10416,0
70558,1039,134922,1,1,2280,2280,2280,0
70559,10520,134925,1,0,3701.69,3701.69,0,3701.69
70560,8770,134928,1,0,6648,6648,0,6648
70561,9916,134931,1,0,2797,2797,0,2797
70562,9916,134931,2,0,2619,5238,0,5238
70563,1041,134934,1,0,4972,4972,0,4972
70564,11165,134937,1,0,18454,18454,0,18454
70565,9915,134940,1,0,2881,2881,0,2881
70566,1041,134943,1,0,4972,4972,0,4972
70567,9883,134946,1,0,7352,7352,0,7352
70568,12762,134949,2,0,798.02,1596.04,0,1596.04
70569,12762,134952,2,0,798.02,1596.04,0,1596.04
70570,3284,134955,1,1,3690,3690,3690,0
70571,9915,134955,1,1,2881,2881,2881,0
70572,12652,134958,2,0,7203.4,14406.8,0,14406.8
70573,12677,134961,1,0,2291,2291,0,2291
70574,12652,134964,2,0,7203.4,14406.8,0,14406.8
70575,12888,134967,4,4,2273.08,9092.32,9092.32,0
70576,8425,134970,2,1,4057,8114,4057,4057
70577,8425,134970,1,1,3997,3997,3997,0
70578,8361,134973,1,0,4871,4871,0,4871
70579,9900,134973,1,0,5815,5815,0,5815
70580,10235,134976,1,0,1420,1420,0,1420
70581,10235,134979,5,5,1325,6625,6625,0
70582,10204,134982,1,0,3490,3490,0,3490
70583,9171,134985,1,0,4630,4630,0,4630
70584,9171,134985,1,0,4799,4799,0,4799
70585,11241,134988,1,0,4093,4093,0,4093
70586,8210,134991,1,0,6720,6720,0,6720
70587,7540,134994,1,0,16324,16324,0,16324
70588,11107,134997,1,1,3166,3166,3166,0
70589,12487,135000,1,0,3322,3322,0,3322
70590,12487,135000,1,0,3423,3423,0,3423
70591,12487,135000,1,0,3526,3526,0,3526
70592,11141,135003,1,0,5242,5242,0,5242
70593,11141,135003,1,0,4578,4578,0,4578
70594,9174,135006,1,0,5297.03,5297.03,0,5297.03
70595,7271,135009,26,0,2239,58214,0,58214
70596,3611,135012,1,0,3149,3149,0,3149
70597,8386,135012,2,0,2780,5560,0,5560
70598,8386,135012,3,0,2879,8637,0,8637
70599,10529,135015,1,0,7207,7207,0,7207
70600,11130,135018,1,0,8610,8610,0,8610
70601,8482,135021,1,0,5496,5496,0,5496
70602,11146,135024,1,0,9923,9923,0,9923
70603,9943,135027,1,0,5680,5680,0,5680
70604,9943,135027,1,0,3060,3060,0,3060
70605,11107,135027,1,0,3213,3213,0,3213
70606,11117,135027,1,0,3528,3528,0,3528
70607,12697,135030,1,0,1590,1590,0,1590
70608,12697,135033,1,0,1630,1630,0,1630
70609,10204,135036,2,0,3490,6980,0,6980
70610,11899,135039,2,0,12373,24746,0,24746
70611,7504,135042,2,0,3992,7984,0,7984
70612,12652,135042,1,0,7203.4,7203.4,0,7203.4
70613,10226,135045,1,0,3571.32,3571.32,0,3571.32
70614,1041,135048,1,0,4972,4972,0,4972
70615,9919,135051,1,0,3844,3844,0,3844
70616,9919,135051,2,0,3666,7332,0,7332
70617,11130,135054,1,0,9387,9387,0,9387
70618,11152,135054,2,0,6955,13910,0,13910
70619,11159,135054,1,0,6552,6552,0,6552
70620,1041,135057,1,0,4240,4240,0,4240
70621,8332,135057,2,0,2139,4278,0,4278
70622,1041,135060,1,0,4240,4240,0,4240
70623,1041,135063,1,0,4240,4240,0,4240
70624,7804,135066,1,0,3074,3074,0,3074
70625,9910,135066,1,0,1760,1760,0,1760
70626,9915,135066,1,0,2447,2447,0,2447
70627,9925,135066,1,0,3038,3038,0,3038
70628,11189,135066,1,0,5103,5103,0,5103
70629,11172,135069,1,0,2657,2657,0,2657
70630,11120,135072,1,0,24024,24024,0,24024
70631,1038,135075,1,0,7450,7450,0,7450
70632,3611,135078,1,0,3149,3149,0,3149
70633,8444,135081,1,0,6166,6166,0,6166
70634,11189,135084,1,0,5145,5145,0,5145
70635,3605,135087,1,0,3531,3531,0,3531
70636,11118,135090,1,1,2142,2142,2142,0
70637,11162,135093,2,0,3100,6200,0,6200
70638,11162,135093,1,0,2762,2762,0,2762
70639,11162,135093,1,0,2982,2982,0,2982
70640,10975,135096,2,0,11254.5,22509,0,22509
70641,10975,135096,1,0,11796.6,11796.6,0,11796.6
70642,3615,135099,1,0,4181,4181,0,4181
70643,3615,135102,1,0,4181,4181,0,4181
70644,9171,135105,1,0,4630,4630,0,4630
70645,9171,135105,1,0,4799,4799,0,4799
70646,11107,135108,1,0,3166,3166,0,3166
70647,9171,135111,1,0,4630,4630,0,4630
70648,9171,135111,1,0,4799,4799,0,4799
70649,11146,135114,1,0,9923,9923,0,9923
70650,7817,135117,1,0,4578,4578,0,4578
70651,8413,135117,1,0,2037,2037,0,2037
70652,9823,135120,1,0,3685,3685,0,3685
70653,8210,135123,1,0,14616,14616,0,14616
70654,10235,135126,2,2,1369.9,2739.8,2739.8,0
70655,10235,135126,4,4,1325,5300,5300,0
70656,10225,135129,1,1,3997.5,3997.5,3997.5,0
70657,10225,135129,1,1,4177.1,4177.1,4177.1,0
70658,11162,135129,1,1,3100,3100,3100,0
70659,11162,135129,1,1,2762,2762,2762,0
70660,11162,135129,1,1,2982,2982,2982,0
70661,3610,135132,1,1,7817,7817,7817,0
70662,8352,135132,5,5,2545,12725,12725,0
70663,11731,135135,1,0,4402,4402,0,4402
70664,8425,135138,2,0,4057,8114,0,8114
70665,8425,135138,1,0,3997,3997,0,3997
70666,8664,135141,5,0,2320,11600,0,11600
70667,11899,135141,1,0,12396.5,12396.5,0,12396.5
70668,11106,135144,2,0,4120,8240,0,8240
70669,11106,135144,2,0,3560,7120,0,7120
70670,11106,135144,1,0,3770,3770,0,3770
70671,7271,135147,1,1,2153,2153,2153,0
70672,8439,135147,3,3,2200,6600,6600,0
70673,11731,135147,1,0,4947.59,4947.59,0,4947.59
70674,11152,135150,2,0,6955,13910,0,13910
70675,10204,135153,3,3,3490,10470,10470,0
70676,7504,135156,2,0,3992,7984,0,7984
70677,7271,135159,3,3,2177,6531,6531,0
70678,7271,135159,3,3,2153,6459,6459,0
70679,12781,135162,5,5,2393,11965,11965,0
70680,8424,135165,1,0,7412,7412,0,7412
70681,8424,135165,1,0,8296,8296,0,8296
70682,10248,135168,1,0,4830.5,4830.5,0,4830.5
70683,10248,135168,1,0,5342.03,5342.03,0,5342.03
70684,11143,135168,1,0,2810,2810,0,2810
70685,9823,135171,1,0,3685,3685,0,3685
70686,9823,135174,1,0,3685,3685,0,3685
70687,7640,135177,7,7,13886,97202,97202,0
70688,8219,135177,5,5,13288.2,66441,66441,0
70689,8444,135177,5,0,6108,30540,0,30540
70690,10975,135177,2,2,11796.6,23593.2,23593.2,0
70691,3284,135180,5,5,3690,18450,18450,0
70692,11151,135183,1,0,26835,26835,0,26835
70693,11133,135186,1,0,3623,3623,0,3623
70694,7607,135189,1,0,7016.95,7016.95,0,7016.95
70695,12750,135192,25,25,2847.46,71186.5,71186.5,0
70696,12701,135195,1,1,7253.9,7253.9,7253.9,0
70697,12701,135195,2,2,5013.56,10027.12,10027.12,0
70698,11139,135198,1,1,3948,3948,3948,0
70699,11139,135198,1,1,4568,4568,4568,0
70700,11189,135201,5,5,5084,25420,25420,0
70701,11140,135204,1,0,8253,8253,0,8253
70702,11246,135207,2,2,3047,6094,6094,0
70703,8424,135210,3,3,3455.1,10365.3,10365.3,0
70704,10235,135213,8,8,1325,10600,10600,0
70705,1038,135216,1,1,7450,7450,7450,0
70706,11731,135219,1,0,4947.59,4947.59,0,4947.59
70707,11108,135222,1,0,4045,4045,0,4045
70708,11108,135222,1,0,3549,3549,0,3549
70709,10204,135225,1,0,3242,3242,0,3242
70710,11118,135225,1,0,2722,2722,0,2722
70711,11118,135225,1,0,2478,2478,0,2478
70712,9919,135228,2,0,3702,7404,0,7404
70713,7818,135231,3,0,4946,14838,0,14838
70714,8443,135234,1,0,6800,6800,0,6800
70715,11108,135234,1,0,4045,4045,0,4045
70716,11108,135234,1,0,3549,3549,0,3549
