order_item_id,product_id,order_id,ordered_quantity,order_quantity_accepted,rate,Potential sale,Actual Sale,Difference
66299,10235,126798,5,5,1368.99,6844.95,6844.95,0
66300,10235,126798,5,5,1324.5,6622.5,6622.5,0
66301,8219,126801,170,0,13288.2,2258994,0,2258994
66302,8219,126801,110,0,13601.7,1496187,0,1496187
66303,8219,126801,70,0,14238,996660,0,996660
66304,11140,126804,1,0,4137,4137,0,4137
66305,1805,126807,1,1,18733,18733,18733,0
66306,8325,126807,1,0,12235.2,12235.2,0,12235.2
66307,11899,126810,1,0,11928.8,11928.8,0,11928.8
66308,10235,126813,1,0,1369.9,1369.9,0,1369.9
66309,8420,126816,2,2,5580,11160,11160,0
66310,10235,126819,2,0,1369.9,2739.8,0,2739.8
66311,10235,126822,2,2,1369.9,2739.8,2739.8,0
66312,11899,126822,1,1,11928.8,11928.8,11928.8,0
66313,8425,126825,2,1,3884,7768,3884,3884
66314,8425,126825,3,2,3978.5,11935.5,7957,3978.5
66315,2282,126828,1,0,4000,4000,0,4000
66316,11140,126831,3,0,7329,21987,0,21987
66317,11140,126831,1,0,7623,7623,0,7623
66318,3610,126834,2,2,7817,15634,15634,0
66319,3610,126837,1,0,12484,12484,0,12484
66320,3610,126837,2,0,11939,23878,0,23878
66321,3610,126837,1,0,7817,7817,0,7817
66322,9925,126840,17,0,3038,51646,0,51646
66323,11107,126843,1,0,3166,3166,0,3166
66324,11152,126846,1,0,6955,6955,0,6955
66325,11152,126846,1,0,6038,6038,0,6038
66326,7882,126849,1,0,2468,2468,0,2468
66327,8447,126849,1,0,2951,2951,0,2951
66328,3592,126852,2,2,9636,19272,19272,0
66329,3592,126852,3,3,9209,27627,27627,0
66330,12784,126855,1,0,2850,2850,0,2850
66331,12802,126855,1,0,2210.8,2210.8,0,2210.8
66332,1041,126858,1,0,4423,4423,0,4423
66333,7504,126861,1,1,3992,3992,3992,0
66334,12700,126861,1,1,7924,7924,7924,0
66335,7882,126864,1,1,2468,2468,2468,0
66336,12784,126864,1,1,2850,2850,2850,0
66337,2282,126867,1,0,4000,4000,0,4000
66338,12487,126870,3,3,3322,9966,9966,0
66339,12487,126870,2,2,3423,6846,6846,0
66340,7675,126873,5,5,590,2950,2950,0
66341,1548,126876,1,1,10509,10509,10509,0
66342,3610,126879,1,0,7607,7607,0,7607
66343,11899,126882,1,0,12396.5,12396.5,0,12396.5
66344,11899,126885,1,0,12396.5,12396.5,0,12396.5
66345,11264,126888,1,0,3160,3160,0,3160
66346,11107,126891,1,1,3166,3166,3166,0
66347,8221,126894,10,10,2789,27890,27890,0
66348,8221,126894,10,10,2741.53,27415.3,27415.3,0
66349,3610,126897,5,5,11939,59695,59695,0
66350,3603,126900,2,0,6197,12394,0,12394
66351,12749,126903,1,0,4025.42,4025.42,0,4025.42
66352,8425,126906,3,0,3884,11652,0,11652
66353,8425,126906,2,0,3978.5,7957,0,7957
66354,9925,126909,4,4,3038,12152,12152,0
66355,11143,126912,1,1,2822,2822,2822,0
66356,11143,126912,1,1,2489,2489,2489,0
66357,1548,126915,3,0,10509,31527,0,31527
66358,1548,126915,1,0,10763,10763,0,10763
66359,10235,126918,5,5,1369.9,6849.5,6849.5,0
66360,10975,126921,1,0,22008.5,22008.5,0,22008.5
66361,7813,126924,1,1,8475,8475,8475,0
66362,12749,126927,1,0,4025.42,4025.42,0,4025.42
66363,10235,126930,5,5,1368.99,6844.95,6844.95,0
66364,10235,126930,4,4,1324.5,5298,5298,0
66365,11152,126933,1,0,6955,6955,0,6955
66366,11152,126933,1,0,6038,6038,0,6038
66367,11152,126936,1,0,6955,6955,0,6955
66368,11152,126936,1,0,6038,6038,0,6038
66369,11107,126939,1,0,3213,3213,0,3213
66370,8444,126939,1,0,3252,3252,0,3252
66371,11152,126942,1,1,6955,6955,6955,0
66372,11152,126942,1,0,6038,6038,0,6038
66373,11106,126945,3,3,4120,12360,12360,0
66374,11118,126948,2,2,2722,5444,5444,0
66375,11134,126948,1,0,7539,7539,0,7539
66376,9897,126951,1,0,2062,2062,0,2062
66377,8210,126954,3,3,14679,44037,44037,0
66378,8210,126954,1,1,12674,12674,12674,0
66379,9925,126957,17,17,3038,51646,51646,0
66380,1038,126960,3,3,6985,20955,20955,0
66381,1038,126960,4,4,6855,27420,27420,0
66382,1038,126960,5,5,7247,36235,36235,0
66383,1038,126963,10,0,6985,69850,0,69850
66384,1038,126963,30,0,6855,205650,0,205650
66385,1041,126963,7,0,4240,29680,0,29680
66386,8413,126963,4,0,2037,8148,0,8148
66387,3606,126966,2,2,5054,10108,10108,0
66388,10235,126969,4,4,1369.9,5479.6,5479.6,0
66389,9895,126972,2,0,1393,2786,0,2786
66390,10238,126975,1,0,6329.8,6329.8,0,6329.8
66391,7556,126975,1,0,7852.89,7852.89,0,7852.89
66392,3613,126978,1,0,8911,8911,0,8911
66393,8326,126981,2,2,3470.33,6940.66,6940.66,0
66394,9915,126984,4,4,2881,11524,11524,0
66395,8219,126987,17,17,13288.2,225899.4,225899.4,0
66396,8219,126987,11,11,13601.7,149618.7,149618.7,0
66397,8219,126987,7,7,14238,99666,99666,0
66398,10975,126990,2,0,23805.1,47610.2,0,47610.2
66399,10975,126993,2,1,23805.1,47610.2,23805.1,23805.1
66400,11899,126996,2,0,12162.7,24325.4,0,24325.4
66401,8444,126999,1,0,3252,3252,0,3252
66402,10224,127002,2,2,4311.9,8623.8,8623.8,0
66403,10235,127002,2,2,1325,2650,2650,0
66404,10235,127005,5,5,1368.99,6844.95,6844.95,0
66405,10235,127005,5,5,1324.5,6622.5,6622.5,0
66406,8335,127008,1,1,2597,2597,2597,0
66407,9925,127011,2,2,3038,6076,6076,0
66408,9925,127014,5,0,3038,15190,0,15190
66409,10235,127017,5,0,1325,6625,0,6625
66410,9925,127020,6,0,3038,18228,0,18228
66411,3615,127023,1,1,4155,4155,4155,0
66412,7666,127026,1,1,10678,10678,10678,0
66413,12700,127029,1,1,7924,7924,7924,0
66414,8428,127032,25,0,1540,38500,0,38500
66415,1038,127035,1,0,6985,6985,0,6985
66416,10204,127038,1,0,3066,3066,0,3066
66417,10204,127038,2,0,3490,6980,0,6980
66418,2862,127041,4,4,4200,16800,16800,0
66419,1040,127044,1,0,3618,3618,0,3618
66420,11146,127047,1,0,3648,3648,0,3648
66421,10235,127050,3,3,1368.99,4106.97,4106.97,0
66422,10235,127050,6,6,1324.5,7947,7947,0
66423,1038,127053,1,1,6985,6985,6985,0
66424,1040,127053,1,1,3618,3618,3618,0
66425,11146,127053,1,1,3648,3648,3648,0
66426,7785,127056,1,0,2730,2730,0,2730
66427,8444,127059,2,0,6082,12164,0,12164
66428,10529,127059,1,0,13466,13466,0,13466
66429,7785,127062,1,0,2730,2730,0,2730
66430,10235,127065,4,4,1368.99,5475.96,5475.96,0
66431,11136,127065,3,3,2533,7599,7599,0
66432,7785,127068,1,1,2730,2730,2730,0
66433,7666,127071,2,0,5636,11272,0,11272
66434,3279,127074,1,1,5461,5461,5461,0
66435,9925,127074,4,4,3038,12152,12152,0
66436,12700,127077,1,0,7924,7924,0,7924
66437,8444,127080,1,1,6166,6166,6166,0
66438,8444,127080,1,1,6034,6034,6034,0
66439,8444,127080,2,2,3252,6504,6504,0
66440,1548,127083,3,3,10509,31527,31527,0
66441,1548,127083,1,1,5550.9,5550.9,5550.9,0
66442,12652,127086,4,4,7203.4,28813.6,28813.6,0
66443,9919,127089,1,0,3203,3203,0,3203
66444,9919,127089,1,0,3343,3343,0,3343
66445,3620,127092,1,0,4947,4947,0,4947
66446,7666,127095,1,1,5636,5636,5636,0
66447,1038,127098,1,1,6988,6988,6988,0
66448,1040,127098,1,1,3551,3551,3551,0
66449,1040,127098,1,1,3688,3688,3688,0
66450,7607,127098,1,1,7220,7220,7220,0
66451,9925,127098,2,2,3038,6076,6076,0
66452,10235,127101,5,0,1369.9,6849.5,0,6849.5
66453,10235,127101,4,0,1325,5300,0,5300
66454,8437,127104,10,0,2053,20530,0,20530
66455,8428,127107,20,0,1540,30800,0,30800
66456,8444,127110,4,0,6108,24432,0,24432
66457,8444,127110,1,0,6207,6207,0,6207
66458,10235,127113,3,0,1325,3975,0,3975
66459,8210,127116,1,1,12674,12674,12674,0
66460,7640,127119,1,0,13642.3,13642.3,0,13642.3
66461,8221,127122,75,52,2741.53,205614.75,142559.56,63055.19
66462,11140,127125,1,0,4066,4066,0,4066
66463,10204,127128,1,0,3092,3092,0,3092
66464,10204,127128,1,0,3242,3242,0,3242
66465,3610,127131,1,0,12674,12674,0,12674
66466,8428,127134,100,0,1540,154000,0,154000
66467,9925,127137,2,2,3038,6076,6076,0
66468,9919,127140,1,0,3844,3844,0,3844
66469,11140,127140,1,0,4066,4066,0,4066
66470,11189,127140,1,0,4998,4998,0,4998
66471,10235,127143,3,0,1325,3975,0,3975
66472,11899,127146,5,5,12162.7,60813.5,60813.5,0
66473,8429,127149,1,0,2665,2665,0,2665
66474,11143,127149,1,0,2810,2810,0,2810
66475,1038,127152,10,10,6985,69850,69850,0
66476,1038,127152,30,30,6855,205650,205650,0
66477,1041,127152,7,7,4240,29680,29680,0
66478,7816,127152,4,4,2352,9408,9408,0
66479,9943,127155,1,0,3060,3060,0,3060
66480,9933,127158,1,0,2268,2268,0,2268
66481,1041,127161,1,0,4240,4240,0,4240
66482,7867,127164,1,0,3371,3371,0,3371
66483,9915,127167,4,4,2881,11524,11524,0
66484,12710,127170,5,5,9600,48000,48000,0
66485,9925,127173,4,4,3038,12152,12152,0
66486,1039,127176,2,2,2236,4472,4472,0
66487,11140,127176,1,1,7623,7623,7623,0
66488,8461,127179,1,1,2468,2468,2468,0
66489,11138,127179,1,1,61444,61444,61444,0
66490,11169,127179,1,1,5145,5145,5145,0
66491,7664,127182,1,0,24000,24000,0,24000
66492,8219,127185,74,74,13288.2,983326.8,983326.8,0
66493,8219,127185,19,19,13488.3,256277.7,256277.7,0
66494,8219,127185,7,7,13597,95179,95179,0
66495,9786,127188,1,0,3942,3942,0,3942
66496,8429,127188,1,0,2665,2665,0,2665
66497,8429,127188,1,0,2862,2862,0,2862
66498,8429,127188,1,0,2764,2764,0,2764
66499,9786,127191,1,0,3942,3942,0,3942
66500,8429,127191,1,0,2665,2665,0,2665
66501,8429,127191,1,0,2862,2862,0,2862
66502,8429,127191,1,0,2764,2764,0,2764
66503,9925,127194,1,1,3038,3038,3038,0
66504,7666,127197,1,0,10678,10678,0,10678
66505,7666,127197,1,0,10933,10933,0,10933
66506,7666,127197,1,0,5636,5636,0,5636
66507,10235,127200,2,0,1368.99,2737.98,0,2737.98
66508,10235,127200,6,0,1324.5,7947,0,7947
66509,3645,127203,16,0,1719,27504,0,27504
66510,3624,127206,1,0,4746,4746,0,4746
66511,10226,127209,1,0,3593.2,3593.2,0,3593.2
66512,11139,127209,1,0,4284,4284,0,4284
66513,11139,127209,1,0,3738,3738,0,3738
66514,11139,127209,1,0,4001,4001,0,4001
66515,8420,127212,1,0,5580,5580,0,5580
66516,10239,127215,1,0,5884.88,5884.88,0,5884.88
66517,11899,127215,1,0,12396.5,12396.5,0,12396.5
66518,10224,127218,1,0,4502,4502,0,4502
66519,12800,127218,15,0,8,120,0,120
66520,11139,127221,1,0,4284,4284,0,4284
66521,11139,127221,1,0,3738,3738,0,3738
66522,11139,127221,1,0,4001,4001,0,4001
66523,9899,127224,10,0,1711,17110,0,17110
66524,8420,127227,2,0,5580,11160,0,11160
66525,8420,127230,2,2,5580,11160,11160,0
66526,9925,127233,1,0,3038,3038,0,3038
66527,9899,127236,5,0,1711,8555,0,8555
66528,12700,127239,1,0,11580,11580,0,11580
66529,7818,127242,2,2,4946,9892,9892,0
66530,7818,127242,2,2,5103,10206,10206,0
66531,12700,127245,1,0,11580,11580,0,11580
66532,12700,127248,1,0,11580,11580,0,11580
66533,3610,127251,1,0,12605,12605,0,12605
66534,7666,127254,1,1,10678,10678,10678,0
66535,7666,127254,2,1,5636,11272,5636,5636
66536,3610,127257,5,5,11939,59695,59695,0
66537,11907,127260,4,3,3932.25,15729,11796.75,3932.25
66538,11169,127263,1,0,5208,5208,0,5208
66539,8210,127266,1,1,6694,6694,6694,0
66540,11106,127269,2,0,4120,8240,0,8240
66541,11106,127269,1,0,3560,3560,0,3560
66542,9803,127272,1,0,354,354,0,354
66543,3284,127275,3,0,3306,9918,0,9918
66544,3620,127278,1,0,4947,4947,0,4947
66545,3284,127281,3,3,3306,9918,9918,0
66546,3620,127281,1,1,4947,4947,4947,0
66547,10248,127284,1,0,4830.5,4830.5,0,4830.5
66548,11172,127287,2,0,2625,5250,0,5250
66549,8432,127290,1,0,4244,4244,0,4244
66550,11146,127293,1,0,3833,3833,0,3833
66551,7640,127296,1,0,12883.8,12883.8,0,12883.8
66552,7640,127299,1,0,12883.8,12883.8,0,12883.8
66553,8462,127302,1,0,3721,3721,0,3721
66554,8462,127302,1,0,7403,7403,0,7403
66555,7640,127305,1,1,13642.3,13642.3,13642.3,0
66556,10236,127308,2,0,1302.25,2604.5,0,2604.5
66557,10235,127311,3,0,1368.99,4106.97,0,4106.97
66558,9881,127314,1,0,9067,9067,0,9067
66559,10227,127317,2,0,1420,2840,0,2840
66560,11143,127320,2,0,2810,5620,0,5620
66561,1043,127323,1,0,20310,20310,0,20310
66562,3635,127326,1,0,3937,3937,0,3937
66563,11265,127329,1,0,13334,13334,0,13334
66564,11189,127332,1,0,4998,4998,0,4998
66565,7545,127335,1,0,7284,7284,0,7284
66566,12453,127338,2,0,2316.1,4632.2,0,4632.2
66567,9925,127341,1,1,3038,3038,3038,0
66568,9925,127344,1,0,3038,3038,0,3038
66569,9925,127347,1,0,3038,3038,0,3038
66570,1548,127350,1,0,10509,10509,0,10509
66571,9916,127353,1,0,2182,2182,0,2182
66572,7666,127356,1,0,10182,10182,0,10182
66573,11155,127356,1,0,12506,12506,0,12506
66574,11155,127356,1,0,12758,12758,0,12758
66575,11155,127356,1,0,6725,6725,0,6725
66576,10235,127359,2,0,1368.99,2737.98,0,2737.98
66577,10975,127362,20,0,22008.5,440170,0,440170
66578,10975,127362,5,0,16169,80845,0,80845
66579,10975,127362,5,0,12127,60635,0,60635
66580,10975,127365,1,0,22008.5,22008.5,0,22008.5
66581,8425,127368,3,3,3884,11652,11652,0
66582,8425,127368,2,1,3978.5,7957,3978.5,3978.5
66583,12710,127371,5,5,9600,48000,48000,0
66584,10235,127374,1,1,1368.99,1368.99,1368.99,0
66585,10236,127374,1,1,1302.25,1302.25,1302.25,0
66586,9895,127377,1,0,1393,1393,0,1393
66587,9895,127380,2,0,1393,2786,0,2786
66588,9895,127383,2,0,1393,2786,0,2786
66589,9895,127386,2,0,1393,2786,0,2786
66590,7586,127389,2,0,10642.4,21284.8,0,21284.8
66591,8219,127392,1,0,13597,13597,0,13597
66592,11152,127395,1,0,6038,6038,0,6038
66593,11152,127395,1,0,6279,6279,0,6279
66594,7867,127398,2,0,1995,3990,0,3990
66595,9925,127401,1,1,3038,3038,3038,0
66596,11125,127401,4,4,1891,7564,7564,0
66597,11658,127404,3,0,1365,4095,0,4095
66598,12678,127407,10,10,1761.9,17619,17619,0
66599,11118,127410,5,0,2153,10765,0,10765
66600,11118,127410,2,0,2734,5468,0,5468
66601,8664,127413,1,1,2288.2,2288.2,2288.2,0
66602,9919,127413,1,1,3844,3844,3844,0
66603,11140,127413,1,1,4066,4066,4066,0
66604,8664,127416,5,2,2288.2,11441,4576.4,6864.6
66605,10245,127416,1,0,4672,4672,0,4672
66606,7530,127419,1,0,2733,2733,0,2733
66607,8425,127419,1,0,3884,3884,0,3884
66608,8425,127419,1,0,4592.7,4592.7,0,4592.7
66609,11147,127422,2,2,1444,2888,2888,0
66610,1041,127425,1,1,4528,4528,4528,0
66611,3615,127428,1,1,4339,4339,4339,0
66612,3615,127428,1,1,4155,4155,4155,0
66613,8425,127431,2,2,3884,7768,7768,0
66614,8425,127431,3,3,3978.5,11935.5,11935.5,0
66615,3279,127434,1,1,5461,5461,5461,0
66616,9915,127434,3,3,2881,8643,8643,0
66617,8434,127437,1,0,11536,11536,0,11536
66618,8434,127437,1,0,11251,11251,0,11251
66619,11172,127440,2,2,2625,5250,5250,0
66620,8457,127443,1,0,16349,16349,0,16349
66621,1038,127446,1,0,8030,8030,0,8030
66622,11137,127449,5,5,3364,16820,16820,0
66623,11899,127452,1,1,12396.5,12396.5,12396.5,0
66624,1038,127455,1,0,6988,6988,0,6988
66625,1038,127455,1,0,6854,6854,0,6854
66626,9894,127458,1,0,4521,4521,0,4521
66627,8444,127461,1,0,6034,6034,0,6034
66628,8444,127461,2,0,3252,6504,0,6504
66629,8444,127464,1,0,6034,6034,0,6034
66630,8444,127464,2,0,3252,6504,0,6504
66631,8457,127467,2,0,8316,16632,0,16632
66632,11140,127467,1,0,4066,4066,0,4066
66633,7867,127470,3,0,1995,5985,0,5985
66634,7867,127470,1,0,2163,2163,0,2163
66635,7640,127473,1,1,13642.3,13642.3,13642.3,0
66636,8219,127473,1,1,13597,13597,13597,0
66637,12652,127473,3,3,7203.4,21610.2,21610.2,0
66638,12700,127473,1,1,11580,11580,11580,0
66639,12700,127473,3,3,7924,23772,23772,0
66640,8425,127476,2,0,3884,7768,0,7768
66641,11152,127479,2,2,6955,13910,13910,0
66642,8425,127482,3,3,3884,11652,11652,0
66643,11143,127485,1,0,2507,2507,0,2507
66644,10224,127488,1,1,4461.15,4461.15,4461.15,0
66645,8425,127491,2,2,3983.05,7966.1,7966.1,0
66646,10235,127491,2,2,1369.9,2739.8,2739.8,0
66647,10235,127491,2,2,1325,2650,2650,0
66648,8425,127494,4,0,3983.05,15932.2,0,15932.2
66649,10235,127494,5,0,1325,6625,0,6625
66650,9919,127497,1,0,2907,2907,0,2907
66651,9919,127500,1,0,2907,2907,0,2907
66652,9925,127503,1,0,3038,3038,0,3038
66653,9919,127503,1,0,3702,3702,0,3702
66654,10235,127506,4,4,1368.99,5475.96,5475.96,0
66655,10235,127506,2,2,1324.5,2649,2649,0
66656,10236,127506,2,2,1302.25,2604.5,2604.5,0
66657,9919,127509,1,1,3666,3666,3666,0
66658,7640,127512,1,0,12883.8,12883.8,0,12883.8
66659,8751,127515,1,0,4085,4085,0,4085
66660,8751,127515,2,0,9161,18322,0,18322
66661,8751,127515,2,0,9686,19372,0,19372
66662,7640,127518,1,1,12883.8,12883.8,12883.8,0
66663,11155,127521,1,1,12506,12506,12506,0
66664,8219,127524,1,0,13288.2,13288.2,0,13288.2
66665,8428,127527,5,5,1604.6,8023,8023,0
66666,7867,127530,3,0,1995,5985,0,5985
66667,7867,127530,1,0,2163,2163,0,2163
66668,7867,127530,1,0,2321,2321,0,2321
66669,7806,127533,1,1,3087,3087,3087,0
66670,9925,127536,4,0,3038,12152,0,12152
66671,9925,127539,4,4,3038,12152,12152,0
66672,12678,127542,2,0,1761.9,3523.8,0,3523.8
66673,12682,127545,2,0,2904.76,5809.52,0,5809.52
66674,2282,127548,1,1,4000,4000,4000,0
66675,8425,127551,5,5,3978.5,19892.5,19892.5,0
66676,12700,127554,1,1,11580,11580,11580,0
66677,12700,127554,1,1,7924,7924,7924,0
66678,3269,127557,1,0,8733,8733,0,8733
66679,9925,127560,2,2,3038,6076,6076,0
66680,9789,127563,5,5,2966.1,14830.5,14830.5,0
66681,7785,127566,4,0,2730,10920,0,10920
66682,7785,127566,1,0,2352,2352,0,2352
66683,8444,127569,1,0,6683,6683,0,6683
66684,7785,127572,4,3,2730,10920,8190,2730
66685,7785,127572,1,1,2352,2352,2352,0
66686,10975,127572,1,1,11254.5,11254.5,11254.5,0
66687,9925,127575,4,0,3038,12152,0,12152
66688,9925,127578,15,15,3038,45570,45570,0
66689,9925,127581,15,0,3038,45570,0,45570
66690,9925,127584,15,0,3038,45570,0,45570
66691,3613,127587,1,0,8911,8911,0,8911
66692,9925,127587,2,2,3038,6076,6076,0
66693,8316,127590,5,0,1136,5680,0,5680
66694,8429,127593,1,0,2665,2665,0,2665
66695,11143,127593,3,0,2810,8430,0,8430
66696,11143,127593,1,0,2478,2478,0,2478
66697,9174,127596,6,6,5297,31782,31782,0
66698,9174,127596,4,0,5820,23280,0,23280
66699,7640,127599,1,0,12883.8,12883.8,0,12883.8
66700,8210,127602,10,0,12788,127880,0,127880
66701,8210,127602,10,0,13007,130070,0,130070
66702,7640,127605,2,2,13642.3,27284.6,27284.6,0
66703,7640,127605,13,13,12883.8,167489.4,167489.4,0
66704,9897,127605,2,0,9307,18614,0,18614
66705,10975,127605,1,0,21225,21225,0,21225
66706,10975,127605,2,0,12779.7,25559.4,0,25559.4
66707,10975,127605,1,0,11254.5,11254.5,0,11254.5
66708,10975,127605,2,0,11796.6,23593.2,0,23593.2
66709,10204,127608,1,0,3711,3711,0,3711
66710,10236,127611,1,0,1302.5,1302.5,0,1302.5
66711,10236,127611,1,0,1257.6,1257.6,0,1257.6
66712,10235,127614,2,0,1325,2650,0,2650
66713,1041,127617,1,0,4240,4240,0,4240
66714,10224,127620,1,0,4132.2,4132.2,0,4132.2
66715,10224,127620,1,0,4311.9,4311.9,0,4311.9
66716,10236,127620,1,0,1302.5,1302.5,0,1302.5
66717,10235,127620,2,0,1325,2650,0,2650
66718,7271,127623,1,0,2177,2177,0,2177
66719,7271,127623,1,0,2153,2153,0,2153
66720,10236,127623,1,1,1302.25,1302.25,1302.25,0
66721,11133,127623,1,0,7245,7245,0,7245
66722,11133,127623,1,1,3360,3360,3360,0
66723,11133,127623,1,1,3575,3575,3575,0
66724,11133,127623,1,1,1691,1691,1691,0
66725,11146,127623,1,1,8474,8474,8474,0
66726,11146,127623,1,1,6979,6979,6979,0
66727,7827,127626,1,0,6198.31,6198.31,0,6198.31
66728,7827,127626,1,0,6575.59,6575.59,0,6575.59
66729,1039,127629,2,2,2280,4560,4560,0
66730,7827,127632,1,0,6575.59,6575.59,0,6575.59
66731,10522,127635,5,0,2470,12350,0,12350
66732,10522,127635,1,0,2964,2964,0,2964
66733,11143,127638,7,7,2822,19754,19754,0
66734,11143,127638,1,1,2489,2489,2489,0
66735,11143,127638,1,1,2699,2699,2699,0
66736,3284,127641,5,4,3306,16530,13224,3306
66737,12713,127644,2,2,2400,4800,4800,0
66738,3610,127647,1,1,7607,7607,7607,0
66739,9925,127647,2,2,3038,6076,6076,0
66740,11188,127647,1,1,2671,2671,2671,0
66741,9915,127647,2,2,2881,5762,5762,0
66742,11118,127650,5,2,2153,10765,4306,6459
66743,11118,127650,2,1,2734,5468,2734,2734
66744,11140,127650,3,2,7329,21987,14658,7329
66745,11140,127650,1,1,7623,7623,7623,0
66746,8210,127653,1,0,12788,12788,0,12788
66747,8210,127653,1,0,13007,13007,0,13007
66748,9925,127656,2,2,3038,6076,6076,0
66749,7666,127659,1,1,10182,10182,10182,0
66750,8210,127662,1,1,13393,13393,13393,0
66751,7533,127665,1,0,4882,4882,0,4882
66752,1041,127668,1,1,4455,4455,4455,0
66753,1041,127668,2,2,4272,8544,8544,0
66754,9888,127671,1,0,13999,13999,0,13999
66755,9830,127674,1,0,10324,10324,0,10324
66756,8422,127677,1,0,7201,7201,0,7201
66757,12700,127680,3,3,7924,23772,23772,0
66758,8432,127683,1,0,4244,4244,0,4244
66759,8444,127686,1,0,6203,6203,0,6203
66760,10235,127689,1,0,1368.99,1368.99,0,1368.99
66761,8422,127692,1,0,7201,7201,0,7201
66762,9925,127695,2,2,3038,6076,6076,0
66763,9900,127698,2,0,5709,11418,0,11418
66764,9900,127698,1,0,5815,5815,0,5815
66765,9900,127698,2,0,5643,11286,0,11286
66766,8437,127698,1,0,2053,2053,0,2053
66767,8437,127698,1,0,2152,2152,0,2152
66768,12703,127701,2,0,2641.02,5282.04,0,5282.04
66769,8455,127704,5,5,2665,13325,13325,0
66770,12703,127707,2,0,2641.02,5282.04,0,5282.04
66771,8364,127710,1,1,2865,2865,2865,0
66772,8364,127710,2,2,2716,5432,5432,0
66773,8429,127713,1,0,2665,2665,0,2665
66774,8457,127713,2,2,8316,16632,16632,0
66775,11140,127713,2,2,4066,8132,8132,0
66776,11143,127713,4,4,2810,11240,11240,0
66777,11143,127713,3,3,2478,7434,7434,0
66778,8664,127716,5,0,2288.2,11441,0,11441
66779,8428,127716,5,0,1982,9910,0,9910
66780,10235,127716,4,0,1368.99,5475.96,0,5475.96
66781,1041,127719,5,0,5738,28690,0,28690
66782,12713,127722,2,2,2400,4800,4800,0
66783,1041,127725,1,0,5738,5738,0,5738
66784,1043,127728,2,0,5320,10640,0,10640
66785,1043,127728,2,0,10533,21066,0,21066
66786,8444,127731,1,1,6203,6203,6203,0
66787,10235,127731,2,2,1368.99,2737.98,2737.98,0
66788,11133,127731,1,0,1691,1691,0,1691
66789,8422,127731,1,1,3600.5,3600.5,3600.5,0
66790,2282,127734,5,5,4000,20000,20000,0
66791,10236,127737,2,2,1302.5,2605,2605,0
66792,10236,127737,3,3,1257.6,3772.8,3772.8,0
66793,10235,127737,4,4,1325,5300,5300,0
66794,7637,127740,2,0,31566,63132,0,63132
66795,7675,127740,10,0,565,5650,0,5650
66796,11899,127743,2,2,12162.7,24325.4,24325.4,0
66797,8684,127746,25,0,2501,62525,0,62525
66798,8684,127746,1,0,2482,2482,0,2482
66799,9925,127749,4,4,3038,12152,12152,0
66800,8664,127752,2,0,2288.2,4576.4,0,4576.4
66801,9916,127752,1,0,2095,2095,0,2095
66802,9916,127752,2,0,2182,4364,0,4364
66803,9916,127752,1,0,2331,2331,0,2331
66804,11124,127755,1,0,1915,1915,0,1915
66805,11124,127755,1,0,858,858,0,858
66806,11124,127755,2,0,886,1772,0,1772
66807,9916,127758,1,0,2095,2095,0,2095
66808,9916,127758,1,0,2182,2182,0,2182
66809,9916,127758,1,0,2331,2331,0,2331
66810,11143,127758,1,0,2310,2310,0,2310
66811,11143,127758,1,0,2810,2810,0,2810
66812,11143,127758,1,0,2478,2478,0,2478
66813,11143,127758,1,0,2688,2688,0,2688
66814,11143,127758,1,0,3266,3266,0,3266
66815,11172,127758,1,0,2625,2625,0,2625
66816,8443,127761,1,0,5807,5807,0,5807
66817,8443,127761,1,0,5901,5901,0,5901
66818,7550,127764,1,0,2450,2450,0,2450
66819,12699,127767,1,0,3486,3486,0,3486
66820,7827,127770,1,0,6198.31,6198.31,0,6198.31
66821,3266,127773,1,0,18993,18993,0,18993
66822,3266,127773,1,0,47106,47106,0,47106
66823,3266,127773,1,0,46643,46643,0,46643
66824,10225,127776,1,1,3997.5,3997.5,3997.5,0
66825,10236,127779,1,0,1302.5,1302.5,0,1302.5
66826,11146,127782,2,0,6979,13958,0,13958
66827,11146,127782,2,0,3669,7338,0,7338
66828,3603,127785,2,0,6197,12394,0,12394
66829,11583,127785,1,0,2961,2961,0,2961
66830,11146,127788,1,0,8474,8474,0,8474
66831,11146,127788,1,0,6979,6979,0,6979
66832,10210,127791,2,0,1875,3750,0,3750
66833,10210,127791,1,0,4638,4638,0,4638
66834,10210,127791,1,0,2190,2190,0,2190
66835,11146,127794,1,0,6979,6979,0,6979
66836,11146,127794,1,0,3669,3669,0,3669
66837,1040,127797,1,0,3551,3551,0,3551
66838,10975,127800,1,1,11796.6,11796.6,11796.6,0
66839,3635,127803,1,0,3937,3937,0,3937
66840,10235,127803,2,0,1368.99,2737.98,0,2737.98
66841,10236,127803,2,0,1302.25,2604.5,0,2604.5
66842,9919,127803,1,0,3666,3666,0,3666
66843,7827,127806,1,0,6198.31,6198.31,0,6198.31
66844,7550,127806,1,0,2450,2450,0,2450
66845,12699,127806,1,0,3486,3486,0,3486
66846,2862,127809,1,0,4200,4200,0,4200
66847,7827,127812,1,1,6198.31,6198.31,6198.31,0
66848,7550,127812,1,1,2450,2450,2450,0
66849,12699,127812,1,1,3486,3486,3486,0
66850,9916,127815,1,0,2182,2182,0,2182
